,chapter_num,verse_num,verse,length,stemmed
5094,56,62,ولقد علمتم النشأة الأولى فلولا تذكرون,6,قد علم نشأة أول لولا ذكر
5095,56,63,أفرأيتم ما تحرثون,3,أفرأيتم ما تحرث
5096,56,64,أأنتم تزرعونه أم نحن الزارعون,5,أأنتم زرع أم نحن زارع
5097,56,65,لو نشاء لجعلناه حطاما فظلتم تفكهون,6,لو نشاء جعل حطام فظلتم تفكه
5098,56,66,إنا لمغرمون,2,إن مغرمون
5099,56,67,بل نحن محرومون,3,بل نحن محروم
5100,56,68,أفرأيتم الماء الذي تشربون,4,أفرأيتم ماء الذي شرب
5101,56,69,أأنتم أنزلتموه من المزن أم نحن المنزلون,7,أأنتم أنزل من مزن أم نحن منزل
5102,56,70,لو نشاء جعلناه أجاجا فلولا تشكرون,6,لو نشاء جعل أجاج لولا شكر
5103,56,71,أفرأيتم النار التي تورون,4,أفرأيتم نار الذي أورى
5104,56,72,أأنتم أنشأتم شجرتها أم نحن المنشئون,6,أأنتم أنشأتم شجرة أم نحن منشئ
5105,56,73,نحن جعلناها تذكرة ومتاعا للمقوين,5,نحن جعل تذكرة متاع مقو
5106,56,74,فسبح باسم ربك العظيم,4,سبح اسم رب عظيم
5107,56,75,فلا أقسم بمواقع النجوم,4,لا أقسم موقع نجم
5108,56,76,وإنه لقسم لو تعلمون عظيم,5,إن قسم لو علم عظيم
5109,56,77,إنه لقران كريم,3,إن قران كريم
5110,56,78,في كتاب مكنون,3,في كتاب مكنون
5111,56,79,لا يمسه إلا المطهرون,4,لا مس إلا مطهر
5112,56,80,تنزيل من رب العالمين,4,تنزيل من رب عالم
5113,56,81,أفبهذا الحديث أنتم مدهنون,4,أفبهذا حديث أنتم مدهن
5114,56,82,وتجعلون رزقكم أنكم تكذبون,4,جعل رزق أن كذب
5115,56,83,فلولا إذا بلغت الحلقوم,4,لولا إذا بلغ حلقوم
5116,56,84,وأنتم حينئذ تنظرون,3,أنتم حينئذ نظر
5117,56,85,ونحن أقرب إليه منكم ولكن لا تبصرون,7,نحن أقرب إلى من لكن لا أبصر
5118,56,86,فلولا إن كنتم غير مدينين,5,لولا إن كان غير مدين
5119,56,87,ترجعونها إن كنتم صادقين,4,أرجع إن كان صادق
5120,56,88,فأما إن كان من المقربين,5,أما إن كان من مقرب
5121,56,89,فروح وريحان وجنت نعيم,4,روح ريحان جنة نعيم
5122,56,90,وأما إن كان من أصحاب اليمين,6,أما إن كان من صاحب يمين
5123,56,91,فسلام لك من أصحاب اليمين,5,سلام ل من صاحب يمين
5124,56,92,وأما إن كان من المكذبين الضالين,6,أما إن كان من مكذب ضال
5125,56,93,فنزل من حميم,3,نزل من حميم
5126,56,94,وتصلية جحيم,2,صلى جحيم
5127,56,95,إن هذا لهو حق اليقين,5,إن هذا لهو حق يقين
5128,56,96,فسبح باسم ربك العظيم,4,سبح اسم رب عظيم
5129,57,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
5130,57,1,سبح لله ما في السماوات والأرض وهو العزيز الحكيم,9,سبح الله ما في سماء أرض هو عزيز حكيم
5131,57,2,له ملك السماوات والأرض يحيي ويميت وهو على كل شيء قدير,11,ل ملك سماء أرض أحيى أمات هو على كل شيء قدير
5132,57,3,هو الأول والاخر والظاهر والباطن وهو بكل شيء عليم,9,هو أول آخر ظاهر باطن هو كل شيء عليم
5133,57,4,هو الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يعلم ما يلج في الأرض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم أين ما كنتم والله بما تعملون بصير,36,هو الذي خلق سماء أرض في ست يوم ثم استوى على عرش علم ما ولج في أرض ما خرج من ما نزل من سماء ما أعرج في هو مع أين ما كان الله ما عمل بصير
5134,57,5,له ملك السماوات والأرض وإلى الله ترجع الأمور,8,ل ملك سماء أرض إلى الله رجع أمر
5135,57,6,يولج الليل في النهار ويولج النهار في الليل وهو عليم بذات الصدور,12,يولج ليل في نهار يولج نهار في ليل هو عليم ذات صدر
5136,57,7,امنوا بالله ورسوله وأنفقوا مما جعلكم مستخلفين فيه فالذين امنوا منكم وأنفقوا لهم أجر كبير,15,امن الله رسول أنفق من جعل مستخلفين في الذي امن من أنفق ل أجر كبير
5137,57,8,وما لكم لا تؤمنون بالله والرسول يدعوكم لتؤمنوا بربكم وقد أخذ ميثاقكم إن كنتم مؤمنين,15,ما ل لا آمن الله رسول دعا آمن رب قد أخذ ميثاق إن كان مؤمن
5138,57,9,هو الذي ينزل على عبده ايات بينات ليخرجكم من الظلمات إلى النور وإن الله بكم لرءوف رحيم,17,هو الذي نزل على عبده ايا بينة أخرج من ظلم إلى نور إن الله ب رءوف رحيم
5139,57,10,وما لكم ألا تنفقوا في سبيل الله ولله ميراث السماوات والأرض لا يستوي منكم من أنفق من قبل الفتح وقاتل أولئك أعظم درجة من الذين أنفقوا من بعد وقاتلوا وكلا وعد الله الحسنى والله بما تعملون خبير,37,ما ل أن أنفق في سبيل الله الله ميراث سماء أرض لا استوى من من أنفق من قبل فتح قاتل أولائك أعظم درجة من الذي أنفق من بعد قاتل كلا وعد الله أحسن الله ما عمل خبير
5140,57,11,من ذا الذي يقرض الله قرضا حسنا فيضاعفه له وله أجر كريم,12,من ذو الذي أقرض الله قرض حسن ضاعف ل ل أجر كريم
5141,57,12,يوم ترى المؤمنين والمؤمنات يسعى نورهم بين أيديهم وبأيمانهم بشراكم اليوم جنات تجري من تحتها الأنهار خالدين فيها ذلك هو الفوز العظيم,22,يوم رأى مؤمن مؤمن سعى نور بين يد يمين شر يوم جنة جرى من تحت نهر خالد في ذلك هو فوز عظيم
5142,57,13,يوم يقول المنافقون والمنافقات للذين امنوا انظرونا نقتبس من نوركم قيل ارجعوا وراءكم فالتمسوا نورا فضرب بينهم بسور له باب باطنه فيه الرحمة وظاهره من قبله العذاب,27,يوم قال منافق منافق الذي امن انظرونا نقتبس من نور قال ارجع وراء التمس نور ضرب بين بسور ل باب باطن في رحمة ظاهر من قبل عذاب
5143,57,14,ينادونهم ألم نكن معكم قالوا بلى ولكنكم فتنتم أنفسكم وتربصتم وارتبتم وغرتكم الأماني حتى جاء أمر الله وغركم بالله الغرور,20,ينادونهم ألم كان مع قال بلى لكن فتنتم نفس وتربصتم وارتبتم وغر منية حتى جاء أمر الله غر الله غرور
5144,57,15,فاليوم لا يؤخذ منكم فدية ولا من الذين كفروا مأواكم النار هي مولاكم وبئس المصير,15,يوم لا يؤخذ من فدية لا من الذي كفر مأوا نار هي مولى بئس مصير
5145,57,16,ألم يأن للذين امنوا أن تخشع قلوبهم لذكر الله وما نزل من الحق ولا يكونوا كالذين أوتوا الكتاب من قبل فطال عليهم الأمد فقست قلوبهم وكثير منهم فاسقون,28,ألم أنى الذي امن أن خشع قلب ذكر الله ما نزل من حق لا كان الذي أوى كتاب من قبل طال على أمبير فقس قلب كثير من فاسق
5146,57,17,اعلموا أن الله يحيي الأرض بعد موتها قد بينا لكم الايات لعلكم تعقلون,13,اعلم أن الله أحيى أرض بعد موت قد بين ل اي لعل عقل
5147,57,18,إن المصدقين والمصدقات وأقرضوا الله قرضا حسنا يضاعف لهم ولهم أجر كريم,12,إن مصدق مصدق أقرض الله قرض حسن ضاعف ل ل أجر كريم
5148,57,19,والذين امنوا بالله ورسله أولئك هم الصديقون والشهداء عند ربهم لهم أجرهم ونورهم والذين كفروا وكذبوا باياتنا أولئك أصحاب الجحيم,20,الذي امن الله رسول أولائك هم صديق شهيد عند رب ل أجر نور الذي كفر كذب باي أولائك صاحب جحيم
5149,57,20,اعلموا أنما الحياة الدنيا لعب ولهو وزينة وتفاخر بينكم وتكاثر في الأموال والأولاد كمثل غيث أعجب الكفار نباته ثم يهيج فتراه مصفرا ثم يكون حطاما وفي الاخرة عذاب شديد ومغفرة من الله ورضوان وما الحياة الدنيا إلا متاع الغرور,39,اعلم أنما حياة دنيا لعب لهو وزين تفاخر بين تكاثر في مال ولد مثل غيث أعجب كافر نبات ثم هاج فتر مصفر ثم كان حطام في اخر عذاب شديد مغفرة من الله رضوان ما حياة دنيا إلا متاع غرور
5150,57,21,سابقوا إلى مغفرة من ربكم وجنة عرضها كعرض السماء والأرض أعدت للذين امنوا بالله ورسله ذلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم,25,سابق إلى مغفرة من رب جنة عرض عرض سماء أرض أعد الذي امن الله رسول ذلك فضل الله آتى من شاء الله ذو فضل عظيم
5151,57,22,ما أصاب من مصيبة في الأرض ولا في أنفسكم إلا في كتاب من قبل أن نبرأها إن ذلك على الله يسير,21,ما أصاب من مصيبة في أرض لا في نفس إلا في كتاب من قبل أن برأ إن ذلك على الله يسير
5152,57,23,لكيلا تأسوا على ما فاتكم ولا تفرحوا بما اتاكم والله لا يحب كل مختال فخور,15,كيلا أسا على ما فات لا فرح ما اتا الله لا أحب كل مختال فخور
5153,57,24,الذين يبخلون ويأمرون الناس بالبخل ومن يتول فإن الله هو الغني الحميد,12,الذي بخل أمر ناس بخل من تولى إن الله هو غني حميد
5154,57,25,لقد أرسلنا رسلنا بالبينات وأنزلنا معهم الكتاب والميزان ليقوم الناس بالقسط وأنزلنا الحديد فيه بأس شديد ومنافع للناس وليعلم الله من ينصره ورسله بالغيب إن الله قوي عزيز,28,قد أرسل رسول بينة أنزل مع كتاب ميزان قام ناس قسط أنزل حديد في بأس شديد منفعة ناس علم الله من نصر رسول غيب إن الله قوي عزيز
5155,57,26,ولقد أرسلنا نوحا وإبراهيم وجعلنا في ذريتهما النبوة والكتاب فمنهم مهتد وكثير منهم فاسقون,14,قد أرسل نوح إبراهيم جعل في ذري نبوة كاتب من مهتدي كثير من فاسق
5156,57,27,ثم قفينا على اثارهم برسلنا وقفينا بعيسى ابن مريم واتيناه الإنجيل وجعلنا في قلوب الذين اتبعوه رأفة ورحمة ورهبانية ابتدعوها ما كتبناها عليهم إلا ابتغاء رضوان الله فما رعوها حق رعايتها فاتينا الذين امنوا منهم أجرهم وكثير منهم فاسقون,39,ثم قفي على اثار رسول وقفي عيسى ابن مريم واتي إنجيل جعل في قلب الذي اتبع رأفة رحمة رهبانية ابتدعوها ما كتب على إلا ابتغاء رضوان الله ما رعو حق رعاية فات الذي امن من أجر كثير من فاسق
5157,57,28,يا أيها الذين امنوا اتقوا الله وامنوا برسوله يؤتكم كفلين من رحمته ويجعل لكم نورا تمشون به ويغفر لكم والله غفور رحيم,22,يا أي الذي امن اتقى الله امن رسول يؤتكم كفل من رحمة جعل ل نور مشى ب غفر ل الله غفور رحيم
5158,57,29,لئلا يعلم أهل الكتاب ألا يقدرون على شيء من فضل الله وأن الفضل بيد الله يؤتيه من يشاء والله ذو الفضل العظيم,22,لئلا علم أهل كتاب أن قدر على شيء من فضل الله أن فضل بيد الله آتى من شاء الله ذو فضل عظيم
5159,58,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
5160,58,1,قد سمع الله قول التي تجادلك في زوجها وتشتكي إلى الله والله يسمع تحاوركما إن الله سميع بصير,18,قد سمع الله قول الذي جادل في زوج اشتكى إلى الله الله سمع تحاور إن الله سميع بصير
5161,58,2,الذين يظاهرون منكم من نسائهم ما هن أمهاتهم إن أمهاتهم إلا اللائي ولدنهم وإنهم ليقولون منكرا من القول وزورا وإن الله لعفو غفور,23,الذي يظاهرون من من نساء ما هن أم إن أم إلا اللائي لدن إن قال منكر من قول زور إن الله عفو غفور
5162,58,3,والذين يظاهرون من نسائهم ثم يعودون لما قالوا فتحرير رقبة من قبل أن يتماسا ذلكم توعظون به والله بما تعملون خبير,21,الذي يظاهرون من نساء ثم عاد ما قال تحرير رقبة من قبل أن يتماسا ذلك توعظون ب الله ما عمل خبير
5163,58,4,فمن لم يجد فصيام شهرين متتابعين من قبل أن يتماسا فمن لم يستطع فإطعام ستين مسكينا ذلك لتؤمنوا بالله ورسوله وتلك حدود الله وللكافرين عذاب أليم,26,من لم وجد صيام شهر متتابع من قبل أن يتماسا من لم استطاع إطعام ستون مسكين ذلك آمن الله رسول ذلك حد الله كافر عذاب أليم
5164,58,5,إن الذين يحادون الله ورسوله كبتوا كما كبت الذين من قبلهم وقد أنزلنا ايات بينات وللكافرين عذاب مهين,18,إن الذي يحاد الله رسول كبت كما كبت الذي من قبل قد أنزل ايا بينة كافر عذاب مهين
5165,58,6,يوم يبعثهم الله جميعا فينبئهم بما عملوا أحصاه الله ونسوه والله على كل شيء شهيد,15,يوم بعث الله جميع أنبأ ما عمل أحصا الله نسو الله على كل شيء شهيد
5166,58,7,ألم تر أن الله يعلم ما في السماوات وما في الأرض ما يكون من نجوى ثلاثة إلا هو رابعهم ولا خمسة إلا هو سادسهم ولا أدنى من ذلك ولا أكثر إلا هو معهم أين ما كانوا ثم ينبئهم بما عملوا يوم القيامة إن الله بكل شيء عليم,47,ألم رأى أن الله علم ما في سماء ما في أرض ما كان من نجوى ثلاث إلا هو رابع لا خمس إلا هو سادس لا أدنى من ذلك لا أكثر إلا هو مع أين ما كان ثم أنبأ ما عمل يوم قيامة إن الله كل شيء عليم
5167,58,8,ألم تر إلى الذين نهوا عن النجوى ثم يعودون لما نهوا عنه ويتناجون بالإثم والعدوان ومعصيت الرسول وإذا جاءوك حيوك بما لم يحيك به الله ويقولون في أنفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير,38,ألم رأى إلى الذي نها عن نجوى ثم عاد ما نها عن ويتناجون إثم عدوان معصية رسول إذا جاء حيى ما لم يحيك ب الله قال في نفس لولا عذب الله ما قال حسب جهنم صلى بئس مصير
5168,58,9,يا أيها الذين امنوا إذا تناجيتم فلا تتناجوا بالإثم والعدوان ومعصيت الرسول وتناجوا بالبر والتقوى واتقوا الله الذي إليه تحشرون,20,يا أي الذي امن إذا تناجيتم لا تتناجوا إثم عدوان معصية رسول تناج بر تقوى اتقى الله الذي إلى تحشر
5169,58,10,إنما النجوى من الشيطان ليحزن الذين امنوا وليس بضارهم شيئا إلا بإذن الله وعلى الله فليتوكل المؤمنون,17,إن نجوى من شيطان حزن الذي امن ليس ضار شيء إلا إذن الله على الله فليتوكل مؤمن
5170,58,11,يا أيها الذين امنوا إذا قيل لكم تفسحوا في المجالس فافسحوا يفسح الله لكم وإذا قيل انشزوا فانشزوا يرفع الله الذين امنوا منكم والذين أوتوا العلم درجات والله بما تعملون خبير,31,يا أي الذي امن إذا قال ل تفسح في مجلس افسح أفسح الله ل إذا قال انشز انشز رفع الله الذي امن من الذي أوى علم درجة الله ما عمل خبير
5171,58,12,يا أيها الذين امنوا إذا ناجيتم الرسول فقدموا بين يدي نجواكم صدقة ذلك خير لكم وأطهر فإن لم تجدوا فإن الله غفور رحيم,23,يا أي الذي امن إذا ناجيتم رسول قدم بين يد نجا صدقة ذلك خير ل طهر إن لم وجد إن الله غفور رحيم
5172,58,13,أأشفقتم أن تقدموا بين يدي نجواكم صدقات فإذ لم تفعلوا وتاب الله عليكم فأقيموا الصلاة واتوا الزكاة وأطيعوا الله ورسوله والله خبير بما تعملون,24,أأشفقتم أن تقدم بين يد نجا صدقة إذ لم فعل تاب الله على أقام صلاة وات زكاة أطاع الله رسول الله خبير ما عمل
5173,58,14,ألم تر إلى الذين تولوا قوما غضب الله عليهم ما هم منكم ولا منهم ويحلفون على الكذب وهم يعلمون,19,ألم رأى إلى الذي تولى قوم غضب الله على ما هم من لا من حلف على كذب هم علم
5174,58,15,أعد الله لهم عذابا شديدا إنهم ساء ما كانوا يعملون,10,أعد الله ل عذاب شديد إن ساء ما كان عمل
5175,58,16,اتخذوا أيمانهم جنة فصدوا عن سبيل الله فلهم عذاب مهين,10,اتخذ يمين جنة فصد عن سبيل الله ل عذاب مهين
5176,58,17,لن تغني عنهم أموالهم ولا أولادهم من الله شيئا أولئك أصحاب النار هم فيها خالدون,15,لن أغنى عن مال لا ولد من الله شيء أولائك صاحب نار هم في خالد
5177,58,18,يوم يبعثهم الله جميعا فيحلفون له كما يحلفون لكم ويحسبون أنهم على شيء ألا إنهم هم الكاذبون,17,يوم بعث الله جميع حلف ل كما حلف ل حسب أن على شيء أن إن هم كاذب
5178,58,19,استحوذ عليهم الشيطان فأنساهم ذكر الله أولئك حزب الشيطان ألا إن حزب الشيطان هم الخاسرون,15,استحوذ على شيطان أنسى ذكر الله أولائك حزب شيطان أن إن حزب شيطان هم خاسر
5179,58,20,إن الذين يحادون الله ورسوله أولئك في الأذلين,8,إن الذي يحاد الله رسول أولائك في أذل
5180,58,21,كتب الله لأغلبن أنا ورسلي إن الله قوي عزيز,9,كتب الله لأغلبن أنا رسول إن الله قوي عزيز
5181,58,22,لا تجد قوما يؤمنون بالله واليوم الاخر يوادون من حاد الله ورسوله ولو كانوا اباءهم أو أبناءهم أو إخوانهم أو عشيرتهم أولئك كتب في قلوبهم الإيمان وأيدهم بروح منه ويدخلهم جنات تجري من تحتها الأنهار خالدين فيها رضي الله عنهم ورضوا عنه أولئك حزب الله ألا إن حزب الله هم المفلحون,51,لا وجد قوم آمن الله يوم آخر واد من حاد الله رسول لو كان اباء أو ابن أو أخ أو عشير أولائك كتب في قلب إيمان أيد روح من أدخل جنة جرى من تحت نهر خالد في رضي الله عن رضي عن أولائك حزب الله أن إن حزب الله هم مفلح
5182,59,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
5183,59,1,سبح لله ما في السماوات وما في الأرض وهو العزيز الحكيم,11,سبح الله ما في سماء ما في أرض هو عزيز حكيم
5184,59,2,هو الذي أخرج الذين كفروا من أهل الكتاب من ديارهم لأول الحشر ما ظننتم أن يخرجوا وظنوا أنهم مانعتهم حصونهم من الله فأتاهم الله من حيث لم يحتسبوا وقذف في قلوبهم الرعب يخربون بيوتهم بأيديهم وأيدي المؤمنين فاعتبروا يا أولي الأبصار,41,هو الذي أخرج الذي كفر من أهل كتاب من دار أول حشر ما ظن أن خرج ظن أن مانع حصن من الله أتى الله من حيث لم احتسب قذف في قلب رعب أخرب بيت يد يد مؤمن اعتبر يا أولى أبصار
5185,59,3,ولولا أن كتب الله عليهم الجلاء لعذبهم في الدنيا ولهم في الاخرة عذاب النار,14,لولا أن كتب الله على جلاء عذب في دنيا ل في اخر عذاب نار
5186,59,4,ذلك بأنهم شاقوا الله ورسوله ومن يشاق الله فإن الله شديد العقاب,12,ذلك أن شاق الله رسول من يشاق الله إن الله شديد عقاب
5187,59,5,ما قطعتم من لينة أو تركتموها قائمة على أصولها فبإذن الله وليخزي الفاسقين,13,ما قطع من لين أو ترك قائمة على أصل إذن الله أخزى فاسق
5188,59,6,وما أفاء الله على رسوله منهم فما أوجفتم عليه من خيل ولا ركاب ولكن الله يسلط رسله على من يشاء والله على كل شيء قدير,25,ما أفاء الله على رسول من ما أوجفتم على من خيل لا راكب لكن الله سلط رسول على من شاء الله على كل شيء قدير
5189,59,7,ما أفاء الله على رسوله من أهل القرى فلله وللرسول ولذي القربى واليتامى والمساكين وابن السبيل كي لا يكون دولة بين الأغنياء منكم وما اتاكم الرسول فخذوه وما نهاكم عنه فانتهوا واتقوا الله إن الله شديد العقاب,37,ما أفاء الله على رسول من أهل قرية الله رسول ذو قربى يتيم مسكين ابن سبيل كي لا كان دولة بين غني من ما اتا رسول أخذ ما نها عن انتهى اتقى الله إن الله شديد عقاب
5190,59,8,للفقراء المهاجرين الذين أخرجوا من ديارهم وأموالهم يبتغون فضلا من الله ورضوانا وينصرون الله ورسوله أولئك هم الصادقون,18,فقير مهاجر الذي أخرج من دار مال ابتغى فضل من الله رضوان نصر الله رسول أولائك هم صادق
5191,59,9,والذين تبوءوا الدار والإيمان من قبلهم يحبون من هاجر إليهم ولا يجدون في صدورهم حاجة مما أوتوا ويؤثرون على أنفسهم ولو كان بهم خصاصة ومن يوق شح نفسه فأولئك هم المفلحون,31,الذي تبوء دار إيمان من قبل أحب من هاجر إلى لا وجد في صدر حاجة من أوى آثر على نفس لو كان ب خصاص من يوق شح نفس أولائك هم مفلح
5192,59,10,والذين جاءوا من بعدهم يقولون ربنا اغفر لنا ولإخواننا الذين سبقونا بالإيمان ولا تجعل في قلوبنا غلا للذين امنوا ربنا إنك رءوف رحيم,23,الذي جاء من بعد قال رب اغفر ل أخ الذي سبقو إيمان لا جعل في قلب غلا الذي امن رب إن رءوف رحيم
5193,59,11,ألم تر إلى الذين نافقوا يقولون لإخوانهم الذين كفروا من أهل الكتاب لئن أخرجتم لنخرجن معكم ولا نطيع فيكم أحدا أبدا وإن قوتلتم لننصرنكم والله يشهد إنهم لكاذبون,28,ألم رأى إلى الذي نافق قال أخ الذي كفر من أهل كتاب إن أخرجتم لنخرجن مع لا أطاع في أحد أبد إن قوتلتم لننصرنكم الله شهد إن كاذب
5194,59,12,لئن أخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الأدبار ثم لا ينصرون,16,إن أخرج لا خرج مع إن قوتل لا ينصرونهم إن نصرو يولن أدبار ثم لا نصر
5195,59,13,لأنتم أشد رهبة في صدورهم من الله ذلك بأنهم قوم لا يفقهون,12,أنتم أشد رهبة في صدر من الله ذلك أن قوم لا فقه
5196,59,14,لا يقاتلونكم جميعا إلا في قرى محصنة أو من وراء جدر بأسهم بينهم شديد تحسبهم جميعا وقلوبهم شتى ذلك بأنهم قوم لا يعقلون,23,لا يقاتلونكم جميع إلا في قرية محصن أو من وراء جدر سهم بين شديد حسب جميع قلب شتى ذلك أن قوم لا عقل
5197,59,15,كمثل الذين من قبلهم قريبا ذاقوا وبال أمرهم ولهم عذاب أليم,11,مثل الذي من قبل قريب ذاق وبال أمر ل عذاب أليم
5198,59,16,كمثل الشيطان إذ قال للإنسان اكفر فلما كفر قال إني بريء منك إني أخاف الله رب العالمين,17,مثل شيطان إذ قال إنسان اكفر لما كفر قال إن بريء من إن خاف الله رب عالم
5199,59,17,فكان عاقبتهما أنهما في النار خالدين فيها وذلك جزاء الظالمين,10,كان عاقب أن في نار خالد في ذلك جزاء ظالم
5200,59,18,يا أيها الذين امنوا اتقوا الله ولتنظر نفس ما قدمت لغد واتقوا الله إن الله خبير بما تعملون,18,يا أي الذي امن اتقى الله نظر نفس ما قدم غد اتقى الله إن الله خبير ما عمل
5201,59,19,ولا تكونوا كالذين نسوا الله فأنساهم أنفسهم أولئك هم الفاسقون,10,لا كان الذي نسي الله أنسى نفس أولائك هم فاسق
5202,59,20,لا يستوي أصحاب النار وأصحاب الجنة أصحاب الجنة هم الفائزون,10,لا استوى صاحب نار صاحب جنة صاحب جنة هم فائز
5203,59,21,لو أنزلنا هذا القران على جبل لرأيته خاشعا متصدعا من خشية الله وتلك الأمثال نضربها للناس لعلهم يتفكرون,18,لو أنزل هذا قران على جبل رأى خاشع متصدع من خشية الله ذلك مثل ضرب ناس لعل تفكر
5204,59,22,هو الله الذي لا إله إلا هو عالم الغيب والشهادة هو الرحمن الرحيم,13,هو الله الذي لا إله إلا هو عالم غيب شهادة هو رحمن رحيم
5205,59,23,هو الله الذي لا إله إلا هو الملك القدوس السلام المؤمن المهيمن العزيز الجبار المتكبر سبحان الله عما يشركون,19,هو الله الذي لا إله إلا هو ملك قدوس سلام مؤمن مهيمن عزيز جبار متكبر سبحان الله عن أشرك
5206,59,24,هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم,17,هو الله خالق بارئ مصور ل اسم أحسن سبح ل ما في سماء أرض هو عزيز حكيم
5207,60,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
5208,60,1,يا أيها الذين امنوا لا تتخذوا عدوي وعدوكم أولياء تلقون إليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول وإياكم أن تؤمنوا بالله ربكم إن كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي تسرون إليهم بالمودة وأنا أعلم بما أخفيتم وما أعلنتم ومن يفعله منكم فقد ضل سواء السبيل,49,يا أي الذي امن لا اتخذ عدو عدو ولي ألقى إلى مودة قد كفر ما جاء من حق خرج رسول إياك أن آمن الله رب إن كان خرج جهاد في سبيل ابتغاء مرض سار إلى مودة أنا أعلم ما أخفيتم ما أعلنتم من فعل من قد ضل سواء سبيل
5209,60,2,إن يثقفوكم يكونوا لكم أعداء ويبسطوا إليكم أيديهم وألسنتهم بالسوء وودوا لو تكفرون,13,إن يثقفوكم كان ل عدو بسط إلى يد لسان سوء ود لو كفر
5210,60,3,لن تنفعكم أرحامكم ولا أولادكم يوم القيامة يفصل بينكم والله بما تعملون بصير,13,لن نفع رحم لا ولد يوم قيامة فصل بين الله ما عمل بصير
5211,60,4,قد كانت لكم أسوة حسنة في إبراهيم والذين معه إذ قالوا لقومهم إنا براء منكم ومما تعبدون من دون الله كفرنا بكم وبدا بيننا وبينكم العداوة والبغضاء أبدا حتى تؤمنوا بالله وحده إلا قول إبراهيم لأبيه لأستغفرن لك وما أملك لك من الله من شيء ربنا عليك توكلنا وإليك أنبنا وإليك المصير,52,قد كان ل أسوة حسن في إبراهيم الذي مع إذ قال قوم إن بريء من من عبد من دون الله كفر ب بدا بين بين عداوة بغض أبد حتى آمن الله وحد إلا قول إبراهيم أبيه لأستغفرن ل ما ملك ل من الله من شيء رب على توكل إلى أنب إلى مصير
5212,60,5,ربنا لا تجعلنا فتنة للذين كفروا واغفر لنا ربنا إنك أنت العزيز الحكيم,13,رب لا جعل فتنة الذي كفر اغفر ل رب إن أنت عزيز حكيم
5213,60,6,لقد كان لكم فيهم أسوة حسنة لمن كان يرجو الله واليوم الاخر ومن يتول فإن الله هو الغني الحميد,19,قد كان ل في أسوة حسن من كان رجا الله يوم آخر من تولى إن الله هو غني حميد
5214,60,7,عسى الله أن يجعل بينكم وبين الذين عاديتم منهم مودة والله قدير والله غفور رحيم,15,عسى الله أن جعل بين بين الذي عادى من مودة الله قدير الله غفور رحيم
5215,60,8,لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين,21,لا نهى الله عن الذي لم قاتل في دين لم أخرج من دار أن تبرو أقسط إلى إن الله أحب مقسط
5216,60,9,إنما ينهاكم الله عن الذين قاتلوكم في الدين وأخرجوكم من دياركم وظاهروا على إخراجكم أن تولوهم ومن يتولهم فأولئك هم الظالمون,21,إن نهى الله عن الذي قاتل في دين أخرج من دار ظاهر على إخراج أن تولى من تولى أولائك هم ظالم
5217,60,10,يا أيها الذين امنوا إذا جاءكم المؤمنات مهاجرات فامتحنوهن الله أعلم بإيمانهن فإن علمتموهن مؤمنات فلا ترجعوهن إلى الكفار لا هن حل لهم ولا هم يحلون لهن واتوهم ما أنفقوا ولا جناح عليكم أن تنكحوهن إذا اتيتموهن أجورهن ولا تمسكوا بعصم الكوافر واسألوا ما أنفقتم وليسألوا ما أنفقوا ذلكم حكم الله يحكم بينكم والله عليم حكيم,56,يا أي الذي امن إذا جاء مؤمن مهاجر فامتحنوهن الله أعلم إيمان إن علم مؤمن لا رجع إلى كافر لا هن حل ل لا هم أحل ل واتو ما أنفق لا جناح على أن تنكحوهن إذا اتيتموهن أجر لا تمسك عصم وافر اسأل ما أنفق سأل ما أنفق ذلك حكم الله حكم بين الله عليم حكيم
5218,60,11,وإن فاتكم شيء من أزواجكم إلى الكفار فعاقبتم فاتوا الذين ذهبت أزواجهم مثل ما أنفقوا واتقوا الله الذي أنتم به مؤمنون,21,إن فات شيء من زوج إلى كافر عاقب فات الذي ذهب زوج مثل ما أنفق اتقى الله الذي أنتم ب مؤمن
